player_display_name,position,season,games,tackles,assisted_tackles,sacks,tfl,forced_fumbles,def_interceptions,pass_deflections,def_tds
Sean Lissemore,DL,2013,11,18,6,2,3,0,1,1,1
Ricardo Mathews,DL,2013,13,11,7,0.5,1,0,0,1,0
Kavell Conner,LB,2013,5,13,1,0,0,0,0,1,0
Kurt Coleman,DB,2013,4,7,1,0,0,0,0,0,0
Brandon Deaderick,DL,2013,8,7,2,0.5,0,1,0,1,0
Robert McClain,DB,2013,14,53,10,1,2,2,0,5,0
Ndamukong Suh,DL,2013,16,36,13,5.5,9,1,0,6,0
Gerald McCoy,DL,2013,15,35,15,9.5,15,0,0,4,0
Eric Berry,DB,2013,15,66,8,3.5,11,1,3,11,2
Joe Haden,DB,2013,15,43,11,0,0,0,4,20,1
Tyson Alualu,DL,2013,15,33,9,1.5,3,0,0,1,0
Brandon Graham,DL,2013,12,11,4,3,4,1,0,0,0
Earl Thomas,DB,2013,16,75,25,0,0,2,5,9,0
Jason Pierre-Paul,DL,2013,11,20,7,2,6,0,1,4,1
Derrick Morgan,LB,2013,15,28,6,6,9,1,0,2,0
Sean Weatherspoon,LB,2013,7,26,12,0,1,0,1,2,1
Kareem Jackson,DB,2013,14,51,5,0,1,0,0,9,0
Dan Williams,DL,2013,11,15,8,1,1,0,1,3,1
Jared Odrick,DL,2013,16,33,9,4.5,9,1,0,2,0
Kyle Wilson,DB,2013,11,23,1,0,0,0,0,1,0
Jerry Hughes,DL,2013,16,30,12,10,9,2,0,2,0
Patrick Robinson,DB,2013,1,1,1,0,0,0,0,0,0
Koa Misi,LB,2013,15,34,20,2,6,0,0,3,0
Linval Joseph,DL,2013,15,34,25,3,8,1,0,0,0
Daryl Washington,LB,2013,12,59,16,3,8,0,2,11,0
Taylor Mays,DB,2013,7,11,6,0,0,0,0,3,0
Jason Worilds,LB,2013,14,36,19,8,10,2,0,0,0
Pat Angerer,LB,2013,11,37,26,0.5,2,0,1,2,0
NaVorro Bowman,LB,2013,16,118,25,5,9,4,2,8,1
Andrew Sendejo,DB,2013,14,48,31,0,5,0,1,2,0
Isaiah Trufant,DB,2013,3,8,1,0,1,0,0,0,0
Von Miller,DL,2013,9,27,7,5,9,3,0,1,1
Marcell Dareus,DL,2013,16,46,25,7.5,8,1,0,3,0
Patrick Peterson,DB,2013,16,40,2,0,0,0,3,13,0
Aldon Smith,DL,2013,10,29,5,8.5,11,0,0,0,0
J.J. Watt,DL,2013,16,65,15,10.5,22,4,0,7,0
Nick Fairley,DL,2013,15,22,12,6,9,1,0,1,1
Robert Quinn,LB,2013,16,50,7,19,23,7,0,1,1
Ryan Kerrigan,DL,2013,16,47,19,8.5,15,4,0,3,0
Corey Liuget,DL,2013,16,32,10,5.5,7,1,0,2,0
Prince Amukamara,DB,2013,16,75,9,0,4,2,1,13,0
Adrian Clayborn,DL,2013,16,43,21,5.5,18,2,0,1,0
Phillip Taylor,DL,2013,14,14,12,2,5,0,0,1,0
Cameron Jordan,DL,2013,16,29,18,12.5,13,2,0,4,0
Jimmy Smith,DB,2013,16,49,9,0,1,2,2,15,0
Muhammad Wilkerson,DL,2013,16,42,20,10.5,13,2,1,3,0
Cameron Heyward,DL,2013,16,35,24,5,7,0,0,7,0
Aaron Williams,DB,2013,14,60,22,0,2,1,4,11,0
Jabaal Sheard,DL,2013,13,19,17,5.5,5,1,0,4,0
Akeem Ayers,LB,2013,15,37,12,1,5,1,1,5,0
Bruce Carter,LB,2013,15,73,23,2,5,0,0,3,0
Jarvis Jenkins,DL,2013,9,12,10,2,1,0,0,0,0
Brooks Reed,LB,2013,16,43,13,3,9,0,0,0,0
Rahim Moore,DB,2013,10,38,6,0,0,0,2,6,0
Marcus Gilchrist,DB,2013,16,58,18,1,3,1,2,5,0
Da'Quan Bowers,DL,2013,7,2,5,1,0,0,0,0,0
Marvin Austin,DL,2013,2,2,0,0,1,0,0,0,0
Stephen Paea,DL,2013,9,11,12,1.5,2,0,0,3,0
Jaiquawn Jarrett,DB,2013,9,12,5,0,1,0,0,0,0
Brandon Harris,DB,2013,10,14,3,0,0,0,0,4,0
Terrell McClain,DL,2013,7,8,2,0,0,0,0,0,0
Dontay Moch,LB,2013,2,2,0,1,1,0,0,0,0
Nate Irving,LB,2013,13,23,11,1,8,0,0,1,0
Kelvin Sheppard,LB,2013,11,18,25,1,3,0,0,1,0
Justin Houston,LB,2013,11,41,3,11,11,1,0,4,0
Martez Wilson,DL,2013,4,4,0,1,1,0,0,0,0
Jurrell Casey,DL,2013,14,38,17,10.5,11,1,0,2,0
Mason Foster,LB,2013,15,63,29,2,6,1,3,7,2
Allen Bailey,DL,2013,11,25,5,1,1,0,0,2,0
Drake Nevis,DL,2013,11,11,4,0,1,0,0,0,0
Johnny Patrick,DB,2013,11,32,2,1.5,2,1,1,2,0
Shareece Wright,DB,2013,13,53,2,0,1,0,1,9,0
Akeem Dent,LB,2013,10,24,22,1.5,5,0,0,1,0
Chris Conte,DB,2013,16,71,17,0,1,1,3,7,0
Kenrick Ellis,DL,2013,12,11,5,0,1,0,0,0,0
Sione Fua,DL,2013,1,0,1,0,0,0,0,0,0
K.J. Wright,LB,2013,13,46,34,1.5,4,0,0,4,0
Da'Norris Searcy,DB,2013,15,46,23,3.5,5,0,1,7,2
Sam Acho,LB,2013,2,3,0,1,1,1,0,0,0
Colin McCarthy,LB,2013,10,34,10,0,2,1,1,1,0
Chimdi Chekwa,DB,2013,5,15,3,0,0,0,0,0,0
Casey Matthews,LB,2013,3,3,0,0,0,0,0,0,0
Jalil Brown,DB,2013,1,2,0,0,0,0,0,0,0
Chris Prosinski,DB,2013,6,5,2,0,0,0,0,2,0
Roc Carmichael,DB,2013,7,11,0,0,0,0,0,4,0
Cortez Allen,DB,2013,14,42,7,0,1,0,2,13,1
Davon House,DB,2013,10,25,6,1,1,0,1,10,0
Buster Skrine,DB,2013,16,54,9,1,2,0,1,17,0
Brandon Burton,DB,2013,1,0,2,0,0,0,0,1,0
Karl Klug,DL,2013,9,8,6,2,1,2,0,2,1
Josh Thomas,DB,2013,8,17,7,0,0,0,1,2,0
Shiloh Keo,DB,2013,14,49,11,0,0,0,1,6,0
DeJon Gomes,DB,2013,1,3,0,0,0,0,0,0,0
Ahmad Black,DB,2013,3,8,3,0,0,0,0,0,0
Richard Sherman,DB,2013,15,38,10,0,0,0,8,16,1
Chris Carter,LB,2013,3,1,0,0,0,0,0,0,0
Chykie Brown,DB,2013,3,1,1,0,0,0,0,1,0
Pernell McPhee,LB,2013,14,13,8,2,5,1,0,1,0
Chris White,LB,2013,1,0,0,0,0,0,0,0,0
Mistral Raymond,DB,2013,5,10,5,0,0,0,0,2,0
Byron Maxwell,DB,2013,13,22,3,0,1,1,4,12,0
David Carter,DL,2013,1,0,1,0,0,0,0,0,0
Colin Jones,DB,2013,1,1,0,0,0,0,0,0,0
J.T. Thomas,LB,2013,4,12,5,0,2,1,0,0,0
Jerrell Powe,DL,2013,1,1,1,1,1,0,0,1,0
Jacquian Williams,LB,2013,14,36,16,0,5,0,0,8,0
Justin Rogers,DB,2013,4,18,5,0,1,0,1,5,0
Cliff Matthews,DL,2013,7,7,6,0,0,0,0,0,0
Frank Kearse,DL,2013,1,1,0,0,0,0,0,0,0
Lawrence Guy,DL,2013,10,11,8,0,2,0,0,4,0
Andrew Gachkar,LB,2013,5,17,7,0,1,1,0,0,0
Jimmy Wilson,DB,2013,16,36,1,0,0,1,2,5,0
Malcolm Smith,LB,2013,12,30,20,1,5,1,2,4,1
Tommie Campbell,DB,2013,3,3,0,0,0,0,0,0,0
Chris Neild,DL,2013,4,4,2,0,2,0,0,0,0
Cheta Ozougwu,DL,2013,3,2,0,1,0,1,0,0,0
Chris Harris,DB,2013,16,58,7,0,5,0,3,14,0
Ian Williams,DL,2013,1,1,0,0,0,0,0,0,0
Jeff Tarpinian,LB,2013,5,15,6,0.5,2,0,0,1,0
Sealver Siliga,DL,2013,5,9,14,3,2,1,0,0,0
Josh Bynes,LB,2013,12,19,22,0,1,0,0,3,0
Josh Victorian,DB,2013,2,0,0,0,0,0,0,0,0
Darrin Walls,DB,2013,7,16,2,0,1,0,0,4,0
Mario Addison,DL,2013,11,7,6,2.5,1,1,0,0,0
Jordan Miller,DL,2013,1,2,0,0,0,0,0,0,0
Anthony Walters,DB,2013,1,0,0,0,0,0,0,0,0
Spencer Paysinger,LB,2013,14,58,8,1,0,0,0,1,0
Julian Posey,DB,2013,3,3,3,1,1,0,0,0,0
Cedric Thornton,DL,2013,16,48,12,1,7,1,0,2,0
Jeron Johnson,DB,2013,1,2,0,0,0,0,0,0,0
Mike Morgan,LB,2013,5,3,2,0,0,0,0,0,0
Ron Parker,DB,2013,6,7,0,1,0,1,2,3,0
Jonathan Freeny,LB,2013,3,2,1,0,0,0,0,0,0
Demarcus Dobbs,DL,2013,9,4,8,0,0,0,0,1,0
Justin Trattou,DL,2013,1,0,0,0,0,0,0,0,0
Bryan Braman,LB,2013,1,0,0,0,0,0,0,0,0
Isa Abdul-Quddus,DB,2013,5,6,1,0,0,0,0,1,0
Bront Bird,LB,2013,5,11,10,0,0,0,0,0,0
M.D. Jennings,DB,2013,16,50,18,1,4,0,0,1,1
Jamari Lattimore,LB,2013,8,22,9,2,3,1,0,1,0
Brandian Ross,DB,2013,16,54,19,2,1,1,0,3,0
Mark Herzlich,LB,2013,7,23,7,0,1,0,0,1,0
Joe Young,DB,2013,2,1,0,0,0,0,0,0,0
Victor Aiyewa,LB,2013,1,0,0,0,0,0,0,0,0
James Dockery,DB,2013,2,3,0,0,0,0,0,0,0
Corbin Bryant,DL,2013,11,7,7,1,3,0,0,0,0
Thomas Keiser,LB,2013,11,17,4,4.5,4,0,1,2,0
Sterling Moore,DB,2013,3,4,0,0,0,0,1,3,0
Isaako Aaitui,DL,2013,1,1,2,0,0,0,0,0,0
Craig Robertson,LB,2013,14,55,28,3,4,1,1,3,0
Michael Wilhoite,LB,2013,5,19,1,0,3,0,0,1,0
Quinton Pointer,DB,2013,1,1,0,0,0,0,0,0,0
Matt Conrath,DL,2013,5,5,2,1,0,0,0,0,0
Delano Howell,DB,2013,4,15,3,0,1,0,0,1,0
Rodney McLeod,DB,2013,16,61,15,0,2,1,2,7,0
Michael Thomas,DB,2013,1,2,0,0,0,0,1,2,0
Vontaze Burfict,LB,2013,16,114,57,3,9,1,1,6,1
Tashaun Gipson,DB,2013,16,63,32,0,2,0,5,12,1
Duke Ihenacho,DB,2013,15,54,17,0,2,3,0,6,0
Steven Johnson,LB,2013,3,1,0,0,0,0,0,0,0
Robert Golden,DB,2013,1,1,0,0,0,0,0,0,0
Adrian Robinson,DL,2013,1,1,0,0,1,0,0,0,0
Micah Pellerin,DB,2013,1,1,0,0,0,0,0,0,0
Marcus Dowtin,LB,2013,1,1,1,0,0,0,0,0,0
Damon Harrison,DL,2013,16,36,30,1,7,0,0,2,0
Ryan Davis,DL,2013,6,4,0,1,2,0,1,1,0
J.K. Schaffer,LB,2013,1,0,1,0,0,0,0,0,0
Johnson Bademosi,DB,2013,1,0,0,0,0,0,0,0,0
Chase Baker,DL,2013,2,2,2,0,0,0,0,0,0
Leonard Johnson,DB,2013,16,47,14,0,0,1,1,8,1
Kelcie McCray,DB,2013,6,3,4,0,1,0,0,1,0
Derrick Shelby,DL,2013,15,21,11,2.5,1,2,0,0,0
Kaelin Burnett,LB,2013,1,0,0,0,0,0,0,0,0
Dezman Moses,LB,2013,3,1,0,0,0,0,0,0,0
Alameda Ta'amu,DL,2013,6,5,2,0,2,0,0,0,0
Winston Guy,DB,2013,7,18,6,1,0,1,0,1,0
Josh Bush,DB,2013,5,6,2,0,1,1,0,0,0
Tony Jerod-Eddie,DL,2013,14,21,7,0,2,0,1,2,0
Jose Gumbs,DB,2013,4,4,0,0,0,0,1,1,0
Bruce Irvin,LB,2013,11,31,9,2,2,1,1,2,0
Sean Richardson,DB,2013,5,8,2,0,0,0,0,0,0
Tyrunn Walker,DL,2013,7,4,5,1,1,0,0,1,0
Jerron McMillian,DB,2013,6,14,0,0,0,0,0,1,0
Tahir Whitehead,LB,2013,2,0,0,0,0,0,0,0,0
Chris Greenwood,DB,2013,2,6,0,0,0,0,0,0,0
Shaun Prater,DB,2013,3,4,2,0,0,0,1,1,0
George Iloka,DB,2013,16,41,25,0,0,2,1,6,0
Jonte Green,DB,2013,5,5,3,0,0,0,0,3,0
Marcus Forston,DL,2013,2,2,1,0,2,0,0,0,0
Luke Kuechly,LB,2013,16,93,63,2,10,0,4,7,0
Melvin Ingram,LB,2013,3,4,4,1,1,1,0,0,0
Shea McClellin,LB,2013,13,14,16,4,5,0,0,0,0
Courtney Upshaw,DL,2013,16,18,11,1.5,2,0,0,2,0
Bobby Wagner,LB,2013,14,71,48,5,4,0,2,7,0
Kendall Reyes,DL,2013,14,25,9,5,5,0,0,2,0
Jerel Worthy,DL,2013,1,0,1,0,0,0,0,0,0
Devon Still,DL,2013,8,3,4,0,0,0,0,3,0
Casey Hayward,DB,2013,2,5,3,0,0,0,0,0,0
Dwight Bentley,DB,2013,13,19,9,0,3,0,0,5,0
John Hughes,DL,2013,12,15,19,1,2,0,0,2,0
Jayron Hosley,DB,2013,3,5,2,0,0,0,0,1,0
Frank Alexander,DL,2013,10,9,6,1,1,0,0,2,0
Nigel Bradham,LB,2013,13,21,17,0,1,0,0,1,0
Jaye Howard,DL,2013,1,5,1,0,0,0,0,0,0
James-Michael Johnson,LB,2013,4,9,0,1,1,1,0,1,0
Ron Brooks,DB,2013,4,3,1,0,0,0,0,0,0
Mike Daniels,DL,2013,15,17,6,6.5,9,0,0,0,0
Josh Norman,DB,2013,2,3,1,0,1,0,0,0,0
Tank Carder,LB,2013,3,6,5,0,0,0,0,0,0
Jeremy Lane,DB,2013,6,9,3,0,1,0,0,4,0
Trenton Robinson,DB,2013,2,1,1,0,0,0,0,2,0
Isaiah Frey,DB,2013,14,37,10,0,0,0,0,1,0
Billy Winn,DL,2013,11,18,3,2,6,1,0,0,0
DeAngelo Tyson,DL,2013,7,9,1,2,2,0,1,1,0
Cam Johnson,DL,2013,1,1,0,0,0,0,0,0,0
Markus Kuhn,DL,2013,1,1,0,0,0,0,0,0,0
Trevin Wade,DB,2013,1,0,0,0,0,0,0,1,0
Ishmaa'ily Kitchen,DL,2013,9,7,11,0,1,0,0,0,0
Will Hill,DB,2013,12,54,12,0,1,2,2,2,1
Nick Perry,LB,2013,10,19,8,4,2,3,0,1,0
Mychal Kendricks,LB,2013,15,81,25,4,8,2,3,4,0
Tavon Wilson,DB,2013,1,1,0,0,0,0,1,1,1
Vinny Curry,DL,2013,13,17,5,4,5,0,0,2,0
Brandon Boykin,DB,2013,14,40,3,0,0,2,6,16,1
Jared Crick,DL,2013,12,11,9,0,1,0,0,3,0
Najee Goode,LB,2013,6,9,4,1,1,0,0,4,1
Keith Tandy,DB,2013,12,29,8,0,0,1,3,3,0
Emmanuel Acho,LB,2013,1,1,1,0,0,0,0,0,0
Travian Robertson,DL,2013,2,2,0,0,0,0,0,0,0
Hebron Fangupo,DL,2013,1,0,1,0,0,0,0,0,0
Eddie Pleasant,DB,2013,7,12,1,0,0,0,0,2,0
Coty Sensabaugh,DB,2013,13,22,5,0,1,0,0,6,0
Justin Bethel,DB,2013,2,0,0,0,0,0,0,0,0
Stephon Gilmore,DB,2013,11,30,5,0,0,0,2,10,0
Mike Martin,DL,2013,8,10,4,1,3,0,0,1,0
Antonio Allen,DB,2013,15,40,21,1,2,0,1,7,1
Quinton Coples,DL,2013,14,25,14,4.5,11,1,0,2,0
Dre Kirkpatrick,DB,2013,11,20,7,1,1,0,3,5,1
Lavonte David,LB,2013,16,106,38,7,21,2,5,10,0
Omar Bolden,DB,2013,5,8,3,0,0,0,0,0,0
Zach Brown,LB,2013,16,71,19,4,9,1,1,5,0
Malik Jackson,DL,2013,15,30,12,6,11,1,0,4,0
Nate Ebner,DB,2013,2,0,0,0,0,0,0,0,0
Josh Chapman,DL,2013,8,9,6,0,0,0,0,0,0
Robert Blanton,DB,2013,11,28,22,0,0,0,0,0,0
Danny Trevathan,LB,2013,16,85,40,2,7,2,3,10,0
Audie Cole,LB,2013,5,24,18,1,2,0,0,1,0
Chandler Jones,DL,2013,16,40,39,11.5,14,1,0,0,1
Derek Wolfe,DL,2013,8,11,5,4,7,0,0,0,0
Alfonzo Dennard,DB,2013,12,34,6,0,0,0,1,8,0
Andre Branch,DL,2013,14,30,7,6,10,0,0,3,0
Harrison Smith,DB,2013,8,46,10,0,2,0,2,3,0
Demario Davis,LB,2013,16,60,41,1,5,0,1,1,0
Mike Harris,DB,2013,14,28,6,0,0,0,0,2,0
Jonathan Massaquoi,LB,2013,13,26,17,4,7,0,0,1,0
Brandon Marshall,LB,2013,1,1,0,0,0,0,0,0,0
Jeris Pendleton,DL,2013,1,1,1,0,0,0,0,0,0
Jack Crawford,DL,2013,7,5,6,0,1,0,0,0,0
Christo Bilukidi,DL,2013,3,5,0,1,1,0,0,0,0
Michael Brockers,DL,2013,15,38,8,5.5,7,1,0,0,0
Miles Burris,LB,2013,4,2,1,0,0,0,0,0,0
Whitney Mercilus,DL,2013,16,33,14,7,6,0,0,0,0
Jake Bequette,DL,2013,1,0,0,0,0,0,0,0,0
Kyle Wilber,LB,2013,14,30,13,2,4,1,0,0,0
Kyle Knox,LB,2013,1,0,0,0,0,0,0,0,0
Fletcher Cox,DL,2013,16,29,12,3,4,0,0,1,0
Akiem Hicks,DL,2013,14,29,27,4.5,8,0,0,0,0
Corey White,DB,2013,14,27,12,0,1,0,1,6,0
Dont'a Hightower,LB,2013,15,55,42,1,4,0,0,3,0
Mark Barron,LB,2013,14,70,18,2,3,0,2,7,0
Morris Claiborne,DB,2013,10,24,2,0,0,0,1,5,0
Janoris Jenkins,DB,2013,15,54,6,1,0,0,1,14,0
Brandon Thompson,DL,2013,14,14,9,1.5,2,0,0,1,0
Dontari Poe,DL,2013,14,43,8,4.5,5,0,0,4,0
Trumaine Johnson,DB,2013,16,58,9,0,2,1,3,11,0
Josh Robinson,DB,2013,10,44,10,0,3,1,0,4,0
Olivier Vernon,DL,2013,15,46,11,11.5,13,0,0,0,0
Jason Vega,DL,2013,1,1,0,0,0,0,0,0,0
Josh McNary,LB,2013,5,10,2,0,0,0,0,0,0
Chris Banjo,DB,2013,9,10,2,0,0,0,0,2,0
Shelton Johnson,DB,2013,2,1,0,0,0,0,0,0,0
Cody Davis,DB,2013,1,0,0,0,0,0,0,0,0
Joplo Bartu,LB,2013,15,47,38,3.5,8,0,0,1,0
Paul Worrilow,LB,2013,14,79,48,2,4,0,0,1,0
Daren Bates,LB,2013,1,0,0,0,0,0,0,0,0
Jayson DiManche,LB,2013,2,2,2,0,0,0,0,0,0
Michael Brooks,DL,2013,1,1,0,0,0,0,0,0,0
Darryl Morris,DB,2013,2,0,1,0,0,0,0,0,0
Deveron Carr,DB,2013,1,0,0,0,0,0,0,0,0
Darius Eubanks,DB,2013,2,5,4,0,0,0,0,0,0
Paul Hazel,LB,2013,3,0,0,0,0,0,0,0,0
Abry Jones,DL,2013,5,8,1,0.5,0,0,0,0,0
LaRoy Reynolds,LB,2013,3,7,2,0,0,0,0,1,0
Keelan Johnson,DB,2013,1,1,0,0,0,0,0,0,0
Joe Vellano,DL,2013,16,20,34,2,3,0,0,0,0
Khaseem Greene,LB,2013,7,20,7,0,0,1,1,1,0
Ka'Lial Glaud,LB,2013,1,1,0,0,0,0,0,0,0
Terence Garvin,LB,2013,2,2,0,0,0,0,0,0,0
Nickell Robey,DB,2013,16,30,9,3,8,1,1,10,1
Cornelius Washington,DL,2013,1,1,0,0,1,0,0,0,0
Ray-Ray Armstrong,LB,2013,4,3,0,0,0,0,0,0,0
Gerald Rivers,LB,2013,1,1,0,0,0,0,0,0,0
Ezekiel Ansah,DL,2013,13,19,13,8,7,2,0,1,0
Kenny Vaccaro,DB,2013,14,60,17,1,4,1,1,8,0
Darius Slay,DB,2013,10,25,6,0,0,0,0,5,0
Johnathan Hankins,DL,2013,8,9,7,0,2,0,0,0,0
Jon Bostic,LB,2013,10,43,12,2,5,0,1,1,0
Damontre Moore,DL,2013,7,3,2,0,0,0,0,1,0
John Jenkins,DL,2013,12,13,8,0,2,0,0,0,0
Jordan Hill,DL,2013,4,4,3,1.5,2,0,0,0,0
Duke Williams,DB,2013,3,2,1,0,0,0,0,0,0
Devin Taylor,DL,2013,11,9,5,2.5,2,2,0,1,0
Earl Wolff,DB,2013,10,36,7,0,1,0,1,5,0
Montori Hughes,DL,2013,4,4,2,0,0,0,0,0,0
Quinton Dial,DL,2013,1,1,0,0,0,0,0,0,0
Micah Hyde,DB,2013,13,34,13,1,2,1,0,2,0
Josh Boyd,DL,2013,3,5,1,0,1,0,0,0,0
Nick Moody,LB,2013,1,1,0,0,0,0,0,0,0
DeVonte Holloman,LB,2013,4,12,12,2,2,0,0,0,0
Nate Palmer,LB,2013,5,8,8,0,1,0,0,0,0
Chris Jones,DL,2013,12,25,29,6,8,0,0,0,0
Mike Catapano,LB,2013,7,3,1,1,1,0,0,0,0
Jordan Poyer,DB,2013,5,14,1,0,0,0,0,0,0
Ty Powell,LB,2013,1,2,0,0,1,0,0,0,0
Marcus Cooper,DB,2013,14,38,3,0,0,1,3,18,0
Andy Mulumba,LB,2013,8,11,12,1,2,0,0,0,0
Stefan Charles,DL,2013,5,8,4,1,2,1,0,0,0
Jake Knott,LB,2013,2,2,1,0,0,0,0,0,0
Damion Square,DL,2013,4,4,0,0,1,0,0,1,0
Josh Martin,LB,2013,2,8,1,0,0,0,0,0,0
Bradley McDougald,DB,2013,1,0,0,0,0,0,0,0,0
Troy Davis,LB,2013,1,0,1,0,0,0,0,0,0
Jakar Hamilton,DB,2013,1,1,1,0,0,0,0,0,0
Jeff Heath,DB,2013,11,40,12,0,1,1,1,3,1
John Lotulelei,LB,2013,5,5,4,0,1,0,0,0,0
Glenn Foster,DL,2013,7,4,3,3,4,0,0,1,0
Eric Martin,LB,2013,5,2,2,0,0,0,0,0,0
Kevin Reddick,LB,2013,1,1,0,0,0,0,0,0,0
Rod Sweeting,DB,2013,3,1,0,0,0,0,0,0,0
A.J. Bouye,DB,2013,2,0,0,0,0,0,0,0,0
Willie Jefferson,LB,2013,2,1,1,0,0,0,0,0,0
Justin Tuggle,LB,2013,3,2,1,0,0,0,0,0,0
Wes Horton,DL,2013,6,6,2,2,2,0,0,0,0
Robert Lester,DB,2013,9,14,4,0,0,0,3,4,0
Melvin White,DB,2013,13,38,7,0,1,1,2,5,1
Charles James,DB,2013,1,0,0,0,0,0,0,0,0
Christian Tupou,DL,2013,2,1,2,0,0,0,0,0,0
Manti Te'o,LB,2013,13,41,20,0,6,0,0,4,0
Brandon Jenkins,LB,2013,1,0,0,0,0,0,0,0,0
Tourek Williams,LB,2013,6,9,1,1,0,1,0,0,0
Bacarri Rambo,DB,2013,7,29,9,1,2,0,0,0,0
Tony Jefferson,DB,2013,5,15,3,0,1,0,0,0,0
Kenny Demens,LB,2013,1,2,0,0,0,0,0,0,0
Jahleel Addae,DB,2013,13,26,3,1,2,0,0,3,0
Kwame Geathers,DL,2013,4,1,3,0,0,0,0,0,0
Ryan Robinson,DL,2013,3,1,1,0,0,0,0,1,0
Benson Mayowa,LB,2013,1,1,1,0,0,0,0,0,0
Duron Harmon,DB,2013,12,24,7,0,0,0,2,4,0
Jelani Jenkins,LB,2013,8,10,1,0,0,0,0,0,0
Gerald Hodges,LB,2013,1,0,0,0,0,0,0,0,0
William Gholston,DL,2013,11,14,16,2,3,0,0,3,0
Steven Means,LB,2013,5,3,2,0,0,0,0,0,0
Michael Mauti,LB,2013,1,1,1,0,0,0,0,0,0
Kiko Alonso,LB,2013,16,87,72,2,11,1,4,4,0
Akeem Spence,DL,2013,15,19,10,1,2,0,0,0,0
B.W. Webb,DB,2013,7,9,3,0,0,0,0,1,0
Logan Ryan,DB,2013,11,29,6,1.5,1,1,5,10,1
Shamarko Thomas,DB,2013,6,15,7,0,0,0,0,0,0
David Amerson,DB,2013,15,39,8,0,1,1,2,10,1
Jamie Collins,LB,2013,12,22,16,0,2,0,0,4,0
Malliciah Goodman,DL,2013,7,5,3,0,1,0,0,0,0
Stansly Maponga,LB,2013,6,2,3,0,0,0,0,0,0
Steve Beauharnais,LB,2013,1,0,1,0,0,0,0,0,0
Zeke Motta,DB,2013,3,7,5,0,0,0,0,1,0
Vince Williams,LB,2013,15,40,13,0,4,0,0,0,0
Kawann Short,DL,2013,13,18,12,1.5,4,1,0,1,0
Margus Hunt,DL,2013,4,1,2,0.5,0,0,0,0,0
Demetrius McCray,DB,2013,1,3,2,0,0,0,0,2,0
Star Lotulelei,DL,2013,15,31,11,3,9,0,0,0,0
Arthur Brown,LB,2013,8,8,4,0.5,0,1,0,0,0
Tyrann Mathieu,DB,2013,13,64,3,1,6,1,2,9,0
Sanders Commings,DB,2013,1,1,0,0,0,0,0,0,0
A.J. Klein,LB,2013,7,16,1,2,5,0,0,0,0
Caesar Rayford,DL,2013,4,2,3,0,0,0,0,0,0
Johnthan Banks,DB,2013,16,49,6,0,1,0,3,5,0
Shawn Williams,DB,2013,3,1,1,0,0,0,0,0,0
Michael Buchanan,DL,2013,5,3,0,2,2,0,0,0,0
Jamar Taylor,DB,2013,1,1,0,0,0,0,0,0,0
Lavar Edwards,LB,2013,4,5,4,0,1,0,0,1,0
Daimion Stafford,DB,2013,2,1,0,0,0,0,0,0,0
Jarvis Jones,LB,2013,14,29,7,1,4,0,0,4,0
Zaviar Gooden,LB,2013,2,4,3,0,0,0,0,0,0
Bennie Logan,DL,2013,13,20,7,2,5,0,0,1,0
Nico Johnson,LB,2013,2,5,2,0,0,0,0,0,0
Brandon Williams,DL,2013,6,3,3,1,2,0,0,0,0
Stacy McGee,DL,2013,12,14,6,0.5,2,0,0,0,0
David Bass,LB,2013,12,15,8,1,4,0,1,1,1
Corey Lemonier,LB,2013,8,9,2,1,1,1,0,2,0
Will Davis,DB,2013,2,8,0,0,0,0,0,0,0
Kayvon Webster,DB,2013,12,34,4,0,1,1,1,9,0
Alec Ogletree,LB,2013,16,95,24,1.5,9,6,1,10,1
Robert Alford,DB,2013,14,27,11,0,0,1,2,8,0
Sio Moore,LB,2013,13,35,11,4.5,6,1,0,0,0
T.J. McDonald,DB,2013,10,45,8,1,4,0,1,4,0
Brandon McGee,DB,2013,4,8,1,0,0,0,0,0,0
Johnathan Cyprien,DB,2013,15,81,17,1,1,2,1,6,0
Dwayne Gratz,DB,2013,9,26,6,0,0,0,2,3,0
Blidi Wreh-Wilson,DB,2013,4,6,2,0,1,1,0,1,0
J.J. Wilcox,DB,2013,10,18,15,0,0,0,0,1,0
Eric Reid,DB,2013,15,58,12,0,0,0,4,11,0
Armonty Bryant,DL,2013,9,7,3,2,3,0,0,0,0
Dion Jordan,DL,2013,15,18,6,2,2,0,0,2,0
Leon McFadden,DB,2013,4,10,6,0,0,0,0,1,0
Josh Evans,DB,2013,13,43,11,0,0,0,0,1,0
Barkevious Mingo,LB,2013,15,27,13,5,9,0,0,4,0
Matt Elam,DB,2013,16,53,23,0,5,0,1,3,0
Desmond Trufant,DB,2013,15,54,15,0,1,1,2,17,0
Bjoern Werner,DL,2013,9,13,3,2.5,3,0,0,3,0
D.J. Swearinger,DB,2013,16,50,17,0,3,1,1,4,0
D.J. Hayden,DB,2013,7,22,2,0,0,1,1,2,0
Sheldon Richardson,DL,2013,16,41,36,3.5,12,1,0,1,0
Sharrif Floyd,DL,2013,12,9,10,2.5,3,1,0,2,0
Xavier Rhodes,DB,2013,13,40,7,0,1,1,0,10,0
Datone Jones,DL,2013,10,7,3,3.5,3,0,0,0,0
Sylvester Williams,DL,2013,9,12,7,2,5,0,0,0,0
