category,rank,player_name,team_display,position,season,games_played,pass_yards,pass_tds,interceptions,completions,pass_attempts,rush_yards,rush_tds,rush_attempts,rec_yards,rec_tds,receptions,tackles,assisted_tackles,sacks,def_interceptions,pass_deflections,forced_fumbles
tds,35,Steven Jackson,ATL,RB,,160,2,1,0,1,1,11447,69,2766,3675,9,460,0,0,0,0,0,0
tds,36,Ricky Williams,MIA,RB,,137,34,0,1,1,2,9300,66,2236,2605,10,336,0,0,0,0,0,0
tds,37,Cam Newton,CAR,QB,,147,32382,194,123,2682,4474,5628,75,1118,62,1,3,0,0,0,0,0,0
tds,38,Matt Forte,CHI,RB,,146,0,0,0,0,1,9789,54,2355,4679,21,555,0,0,0,0,0,0
tds,39,Dez Bryant,BAL,WR,,117,10,1,0,1,1,-3,0,6,7495,75,535,0,0,0,0,0,0
tds,40,Mark Ingram,BAL,RB,,155,0,0,0,0,0,8115,65,1818,2125,10,303,0,0,0,0,0,0
tds,41,Edgerrin James,IND,RB,,132,0,0,0,0,0,10682,67,2654,2757,7,370,0,0,0,0,0,0
tds,42,Jason Witten,LV,TE,,259,42,0,0,1,1,0,0,0,13046,74,1228,0,0,0,0,0,0
tds,43,Joe Mixon,HOU,RB,,111,0,0,0,0,1,7428,60,1816,2448,14,319,0,0,0,0,0,0
tds,44,Marshall Faulk,LAR,RB,,82,0,0,0,0,1,5560,51,1190,2997,22,381,0,0,0,0,0,0
tds,45,Ahman Green,GB,RB,,117,20,1,0,1,2,8871,59,1994,2871,14,375,0,0,0,0,0,0
tds,46,Austin Ekeler,LAC,RB,,112,0,0,0,0,0,4722,43,1067,4250,30,475,0,0,0,0,0,0
tds,47,Marques Colston,NO,WR,,142,0,0,0,0,0,7,0,2,9780,72,713,0,0,0,0,0,0
tds,48,Jordy Nelson,GB,WR,,148,0,0,0,0,0,-2,0,1,8587,72,613,0,0,0,0,0,0
tds,49,Thomas Jones,TB,RB,,179,-4,0,0,1,1,10586,68,2680,2023,3,308,0,0,0,0,0,0
tds,50,Brian Westbrook,PHI,RB,,119,25,1,0,1,2,6320,41,1386,3948,30,443,0,0,0,0,0,0
